,Metelectrona_ventralis,Electrona_paucirastra,Protomyctophum_choriodon,Protomyctophum_andriashevi,Protomyctophum_gemmatum,Protomyctophum_bolini,Protomyctophum_thompsoni,Protomyctophum_crockeri,Protomyctophum_arcticum,Protomyctophum_parallelum,Krefftichthys_anderssoni,Protomyctophum_tenisoni,Electrona_carlsbergi,Electrona_risso,Electrona_subaspera,Electrona_antarctica,Myctophum_brachygnathum,Myctophum_obtusirostre,Myctophum_orientale,Myctophum_selenops,Myctophum_asperum,Myctophum_lychnobium,Myctophum_spinosum,Centrobranchus_nigroocellatus,Centrobranchus_choerocephalus,Centrobranchus_cf._brevirostris,Gonichthys_cocco,Gonichthys_tenuiculus,Centrobranchus_andreae,Myctophum_phengodes,Loweina_rara,Tarletonbeania_crenularis,Symbolophorus_californiensis,Symbolophorus_reversus,Symbolophorus_rufinus,Symbolophorus_evermanni,Hygophum_hygomii,Hygophum_benoiti,Hygophum_hanseni,Hygophum_proximum,Hygophum_reinhardtii,Myctophum_nitidulum,Myctophum_affine,Myctophum_punctatum,Hygophum_atratum,Myctophum_aurolaternatum,Symbolophorus_veranyi,Symbolophorus_barnardi,Benthosema_glaciale,Benthosema_suborbitale,Diogenichthys_atlanticus,Diogenichthys_laternatus,Diogenichthys_sp.,Benthosema_pterotum,Benthosema_panamense,Benthosema_fibulatum,Lobianchia_gemellarii,Lobianchia_dofleini,Diaphus_dumerilii,Diaphus_chrysorhynchus,Diaphus_fragilis,Diaphus_bertelseni,Diaphus_thiollierei,Diaphus_perspicillatus,Diaphus_danae,Diaphus_antonbruuni,Diaphus_splendidus,Diaphus_phillipsi,Diaphus_effulgens,Diaphus_regani,Diaphus_malayanus,Diaphus_garmani,Diaphus_termophilus,Diaphus_suborbitalis,Diaphus_metopoclampus,Diaphus_schmidti,Diaphus_whitleyi,Diaphus_umbroculus,Diaphus_signatus,Diaphus_watasei,Diaphus_nielseni,Diaphus_adenomus,Diaphus_luetkeni,Diaphus_holti,Diaphus_rafinesquii,Diaphus_subtilis,Diaphus_hudsoni,Diaphus_gigas,Diaphus_kapalae,Diaphus_ostenfeldi,Diaphus_coeruleus,Diaphus_fulgens,Diaphus_aliciae,Diaphus_lobatus,Diaphus_brachycephalus,Diaphus_richardsoni,Diaphus_cf._mollis,Diaphus_mollis,Diaphus_parri,Diaphus_meadi,Diaphus_anderseni,Diaphus_theta,Scopelopsis_multipunctatus,Notoscopelus_caudispinosus,Notoscopelus_resplendens,Notoscopelus_bolini,Notoscopelus_elongatus_kroyeri,Lampanyctodes_hectoris,Lampichthys_procerus,Gymnoscopelus_piabilis,Gymnoscopelus_braueri,Gymnoscopelus_opisthopterus,Gymnoscopelus_fraseri,Gymnoscopelus_hintonoides,Gymnoscopelus_bolini,Gymnoscopelus_nicholsi,Lampadena_urophaos_urophaos,Lampadena_urophaos_atlantica,Lampadena_chavesi,Lampadena_yaquinae,Lampadena_anomala,Lampadena_luminosa,Taaningichthys_bathyphilus,Taaningichthys_minimus,Lampadena_speculigera,Lampadena_notialis,Stenobrachius_leucopsarus,Stenobrachius_nannochir,Triphoturus_mexicanus,Triphoturus_oculeum,Triphoturus_nigrescens,Parvilux_ingens,Lampanyctus_hubbsi,Lampanyctus_parvicauda,Lampanyctus_nobilis,Lampanyctus_vadulus,Lampanyctus_turneri,Lampanyctus_photonotus,Lampanyctus_crocodilus,Lampanyctus_macdonaldi,Nannobrachium_idostigma,Lampanyctus_festivus,Lampanyctus_tenuiformis,Nannobrachium_regale,Nannobrachium_ritteri,Lampanyctus_jordani,Nannobrachium_fernae,Nannobrachium_phyllisae,Lampanyctus_alatus,Nannobrachium_hawaiiensis,Nannobrachium_bristori,Lampanyctus_intricarius,Lampanyctus_pusillus,Lampanyctus_australis,Nannobrachium_atrum,Nannobrachium_achirus,Nannobrachium_cuprarium,Nannobrachium_lineatum,Bolinichthys_pyrsobolus,Bolinichthys_supralateralis,Bolinichthys_indicus,Bolinichthys_photothorax,Bolinichthys_longipes,Bolinichthys_distofax,Bolinichthys_nikolayi,Ceratoscopelus_warmingii,Ceratoscopelus_townsendi,Ceratoscopelus_maderensis,Lepidophanes_guentheri,Lepidophanes_gaussi,Notolychnus_valdiviae,Solivomer_arenidens,Scopelengys_tristis,Neoscopelus_macrolepidotus,Neoscopelus_microchir,Neoscopelus_porosus
Nannobrachium_idostigma,0.465811116,0.468841773,0.484438582,0.475830846,0.474669517,0.48509802,0.477439942,0.487036731,0.493224778,0.467420458,0.511793345,0.461519439,0.492858667,0.48257412,0.472065357,0.470483022,0.568441013,0.579408211,0.657207902,0.604269231,0.59590667,0.580645598,0.574183608,0.661715101,0.659969656,0.659320393,0.592692919,0.611398584,0.625659126,0.64051341,0.677992669,0.620373971,0.537699448,0.548326865,0.569892955,0.574524232,0.534917929,0.613804944,0.562684336,0.562516785,0.558092854,0.576146486,0.568274568,0.604071133,0.537471356,0.558256145,0.64512678,0.687196947,0.59826196,0.524206205,0.656451376,0.614622924,0.636102915,0.67131194,0.694120803,0.598788673,0.48171859,0.541064363,0.447869786,0.478930877,0.47351814,0.515024502,0.48239315,0.493444997,0.476816947,0.496424889,0.503109563,0.469638487,0.472126164,0.463790884,0.49243398,0.494557794,0.486580201,0.485361134,0.481438073,0.493249334,0.471526214,0.491320881,0.507357701,0.48953623,0.487455046,0.47134081,0.545350655,0.576900095,0.52076859,0.57424571,0.561737666,0.531411424,0.536696879,0.52138518,0.552799833,0.548359416,0.560041986,0.552057754,0.536955103,0.541408334,0.542748057,0.547002309,0.545655979,0.550239213,0.546410183,0.475410873,0.498930018,0.41366229,0.419672807,0.437931139,0.461249591,0.396259288,0.386559019,0.460441296,0.428518792,0.424322728,0.424707486,0.418773621,0.415879986,0.451467311,0.389834895,0.374963717,0.509404112,0.388761956,0.395585319,0.388391059,0.413069137,0.467718105,0.399160805,0.411242536,0.203109139,0.202125153,0.250232522,0.247812993,0.336877629,0.15055104,0.178326545,0.186626758,0.173202725,0.166621966,0.175929687,0.15748753,0.128507875,0.13050218,NA,0.040166241,0.046128703,0.061730079,0.081643497,0.068183891,0.060769208,0.085686827,0.071805791,0.074897697,0.086895435,0.104151818,0.155633646,0.113542504,0.104605544,0.187246114,0.16103182,0.142062213,0.478978298,0.454815019,0.494577852,0.54243022,0.543854081,0.467488132,0.443698318,0.463757839,0.434918295,0.435584396,0.619553065,0.515809337,0.494439924,0.76249009,0.629781045,0.66121696,0.660293049,0.660111324
Lampanyctus_festivus,0.446542072,0.449572728,0.465169537,0.456561802,0.455400472,0.465828976,0.458170897,0.467767686,0.473955734,0.448151413,0.492524301,0.442250394,0.473589622,0.463305076,0.452796313,0.451213977,0.549171969,0.560139167,0.637938857,0.585000186,0.576637625,0.561376554,0.554914564,0.642446056,0.640700611,0.640051348,0.573423874,0.59212954,0.606390081,0.621244365,0.658723624,0.601104926,0.518430404,0.529057821,0.55062391,0.555255188,0.515648885,0.594535899,0.543415292,0.543247741,0.53882381,0.556877441,0.549005523,0.584802088,0.518202312,0.538987101,0.625857735,0.667927902,0.578992916,0.504937161,0.637182331,0.59535388,0.61683387,0.652042896,0.674851758,0.579519628,0.462449545,0.521795319,0.428600742,0.459661833,0.454249096,0.495755457,0.463124106,0.474175952,0.457547903,0.477155845,0.483840518,0.450369443,0.452857119,0.444521839,0.473164936,0.47528875,0.467311157,0.466092089,0.462169028,0.473980289,0.452257169,0.472051837,0.488088656,0.470267186,0.468186002,0.452071766,0.52608161,0.55763105,0.501499545,0.554976666,0.542468622,0.51214238,0.517427834,0.502116135,0.533530788,0.529090371,0.540772942,0.53278871,0.517686059,0.52213929,0.523479012,0.527733265,0.526386935,0.530970169,0.527141138,0.456141829,0.479660974,0.394393246,0.400403763,0.418662095,0.441980547,0.376990243,0.367289974,0.441172252,0.409249748,0.405053684,0.405438442,0.399504577,0.396610942,0.432198266,0.37056585,0.355694672,0.490135068,0.369492911,0.376316274,0.369122015,0.393800093,0.44844906,0.37989176,0.391973491,0.183840095,0.182856109,0.230963477,0.228543949,0.317608585,0.131281996,0.1590575,0.167357713,0.153933681,0.147352922,0.156660642,0.138218485,0.10923883,0.111233135,0.040166241,NA,0.024037829,0.042461034,0.062374453,0.048914847,0.041500164,0.066417782,0.052536747,0.055628652,0.067626391,0.084882773,0.136364602,0.094273459,0.085336499,0.16797707,0.141762775,0.122793169,0.459709254,0.435545974,0.475308807,0.523161175,0.524585037,0.448219087,0.424429273,0.444488795,0.41564925,0.416315352,0.600284021,0.496540292,0.47517088,0.743221046,0.610512,0.641947915,0.641024005,0.640842279
Lampanyctus_tenuiformis,0.448201414,0.451232071,0.46682888,0.458221144,0.457059815,0.467488318,0.45983024,0.469427029,0.475615076,0.449810756,0.494183643,0.443909737,0.475248965,0.464964419,0.454455655,0.45287332,0.550831311,0.561798509,0.6395982,0.586659529,0.578296968,0.563035896,0.556573906,0.644105399,0.642359954,0.641710691,0.575083217,0.593788882,0.608049424,0.622903708,0.660382967,0.602764269,0.520089746,0.530717163,0.552283253,0.55691453,0.517308227,0.596195242,0.545074634,0.544907083,0.540483152,0.558536784,0.550664866,0.586461431,0.519861654,0.540646443,0.627517078,0.669587245,0.580652258,0.506596503,0.638841674,0.597013223,0.618493213,0.653702239,0.676511101,0.581178971,0.464108888,0.523454661,0.430260084,0.461321175,0.455908438,0.4974148,0.464783448,0.475835295,0.459207246,0.478815187,0.485499861,0.452028785,0.454516462,0.446181182,0.474824278,0.476948092,0.468970499,0.467751432,0.463828371,0.475639632,0.453916512,0.473711179,0.489747999,0.471926528,0.469845345,0.453731109,0.527740953,0.559290393,0.503158888,0.556636008,0.544127965,0.513801722,0.519087177,0.503775478,0.535190131,0.530749714,0.542432284,0.534448053,0.519345401,0.523798632,0.525138355,0.529392608,0.528046277,0.532629511,0.528800481,0.457801172,0.481320317,0.396052588,0.402063106,0.420321437,0.443639889,0.378649586,0.368949317,0.442831594,0.410909091,0.406713026,0.407097784,0.401163919,0.398270284,0.433857609,0.372225193,0.357354015,0.49179441,0.371152254,0.377975617,0.370781357,0.395459436,0.450108403,0.381551103,0.393632834,0.185499437,0.184515452,0.23262282,0.230203292,0.319267927,0.132941338,0.160716843,0.169017056,0.155593023,0.149012264,0.158319985,0.139877828,0.110898173,0.112892478,0.046128703,0.024037829,NA,0.044120377,0.064033796,0.05057419,0.043159506,0.068077125,0.054196089,0.057287995,0.069285733,0.086542116,0.138023944,0.095932802,0.086995842,0.169636412,0.143422118,0.124452511,0.461368596,0.437205317,0.47696815,0.524820518,0.526244379,0.44987843,0.426088616,0.446148137,0.417308593,0.417974694,0.601943363,0.498199635,0.476830222,0.744880389,0.612171343,0.643607258,0.642683347,0.642501622
Nannobrachium_regale,0.449250391,0.452281047,0.467877856,0.45927012,0.458108791,0.468537295,0.460879216,0.470476005,0.476664052,0.450859732,0.49523262,0.444958713,0.476297941,0.466013395,0.455504632,0.453922296,0.551880288,0.562847485,0.640647176,0.587708505,0.579345944,0.564084873,0.557622882,0.645154375,0.64340893,0.642759667,0.576132193,0.594837859,0.6090984,0.623952684,0.661431943,0.603813245,0.521138723,0.53176614,0.553332229,0.557963506,0.518357203,0.597244218,0.546123611,0.545956059,0.541532129,0.55958576,0.551713842,0.587510407,0.520910631,0.54169542,0.628566054,0.670636221,0.581701235,0.50764548,0.63989065,0.598062199,0.619542189,0.654751215,0.677560077,0.582227947,0.465157864,0.524503638,0.431309061,0.462370152,0.456957414,0.498463776,0.465832425,0.476884271,0.460256222,0.479864164,0.486548837,0.453077762,0.455565438,0.447230158,0.475873254,0.477997068,0.470019475,0.468800408,0.464877347,0.476688608,0.454965488,0.474760156,0.490796975,0.472975505,0.470894321,0.454780085,0.528789929,0.560339369,0.504207864,0.557684984,0.545176941,0.514850699,0.520136153,0.504824454,0.536239107,0.53179869,0.543481261,0.535497029,0.520394378,0.524847609,0.526187331,0.530441584,0.529095254,0.533678488,0.529849457,0.458850148,0.482369293,0.397101564,0.403112082,0.421370414,0.444688866,0.379698562,0.369998293,0.443880571,0.411958067,0.407762003,0.40814676,0.402212895,0.39931926,0.434906585,0.373274169,0.358402991,0.492843387,0.37220123,0.379024593,0.371830334,0.396508412,0.451157379,0.382600079,0.39468181,0.186548414,0.185564428,0.233671796,0.231252268,0.320316904,0.133990315,0.161765819,0.170066032,0.156642,0.150061241,0.159368961,0.140926804,0.111947149,0.113941454,0.061730079,0.042461034,0.044120377,NA,0.0591691,0.045709494,0.044207483,0.069126101,0.055245066,0.058336971,0.07033471,0.087591092,0.139072921,0.096981778,0.088044818,0.170685389,0.144471094,0.125501487,0.462417572,0.438254293,0.478017126,0.525869494,0.527293356,0.450927406,0.427137592,0.447197114,0.418357569,0.41902367,0.60299234,0.499248611,0.477879199,0.745929365,0.613220319,0.644656234,0.643732323,0.643550598
Nannobrachium_ritteri,0.469163809,0.472194466,0.487791275,0.479183539,0.47802221,0.488450713,0.480792635,0.490389424,0.496577471,0.470773151,0.515146038,0.464872132,0.49621136,0.485926814,0.47541805,0.473835715,0.571793706,0.582760904,0.660560595,0.607621924,0.599259363,0.583998291,0.577536301,0.665067794,0.663322349,0.662673086,0.596045612,0.614751277,0.629011819,0.643866103,0.681345362,0.623726664,0.541052141,0.551679558,0.573245648,0.577876925,0.538270622,0.617157637,0.566037029,0.565869478,0.561445547,0.579499179,0.571627261,0.607423826,0.540824049,0.561608838,0.648479473,0.69054964,0.601614653,0.527558898,0.659804069,0.617975618,0.639455608,0.674664633,0.697473496,0.602141366,0.485071283,0.544417056,0.451222479,0.48228357,0.476870833,0.518377195,0.485745843,0.49679769,0.480169641,0.499777582,0.506462256,0.47299118,0.475478857,0.467143577,0.495786673,0.497910487,0.489932894,0.488713827,0.484790766,0.496602027,0.474878907,0.494673574,0.510710394,0.492888923,0.49080774,0.474693504,0.548703348,0.580252788,0.524121283,0.577598403,0.56509036,0.534764117,0.540049572,0.524737873,0.556152526,0.551712109,0.563394679,0.555410448,0.540307796,0.544761027,0.54610075,0.550355003,0.549008672,0.553591906,0.549762876,0.478763567,0.502282711,0.417014983,0.423025501,0.441283832,0.464602284,0.399611981,0.389911712,0.463793989,0.431871486,0.427675421,0.428060179,0.422126314,0.419232679,0.454820004,0.393187588,0.37831641,0.512756805,0.392114649,0.398938012,0.391743752,0.416421831,0.471070798,0.402513498,0.414595229,0.206461832,0.205477847,0.253585215,0.251165687,0.340230322,0.153903733,0.181679238,0.189979451,0.176555418,0.169974659,0.17928238,0.160840223,0.131860568,0.133854873,0.081643497,0.062374453,0.064033796,0.0591691,NA,0.031682484,0.064120901,0.08903952,0.075158484,0.07825039,0.090248128,0.107504511,0.158986339,0.116895197,0.107958237,0.190598807,0.164384513,0.145414906,0.482330991,0.458167712,0.497930545,0.545782913,0.547206774,0.470840825,0.447051011,0.467110532,0.438270988,0.438937089,0.622905758,0.51916203,0.497792617,0.765842784,0.633133738,0.664569653,0.663645742,0.663464017
Lampanyctus_jordani,0.455704203,0.45873486,0.474331669,0.465723933,0.464562604,0.474991107,0.467333029,0.476929818,0.483117865,0.457313545,0.501686432,0.451412526,0.482751754,0.472467208,0.461958444,0.460376109,0.5583341,0.569301298,0.647100989,0.594162318,0.585799757,0.570538685,0.564076695,0.651608188,0.649862743,0.64921348,0.582586006,0.601291671,0.615552213,0.630406497,0.667885756,0.610267058,0.527592535,0.538219952,0.559786042,0.564417319,0.524811016,0.603698031,0.552577423,0.552409872,0.547985941,0.566039573,0.558167655,0.59396422,0.527364443,0.548149232,0.635019867,0.677090034,0.588155047,0.514099292,0.646344463,0.604516012,0.625996002,0.661205027,0.68401389,0.58868176,0.471611677,0.53095745,0.437762873,0.468823964,0.463411227,0.504917589,0.472286237,0.483338084,0.466710035,0.486317976,0.49300265,0.459531574,0.462019251,0.453683971,0.482327067,0.484450881,0.476473288,0.475254221,0.47133116,0.483142421,0.461419301,0.481213968,0.497250788,0.479429317,0.477348134,0.461233898,0.535243742,0.566793182,0.510661677,0.564138797,0.551630754,0.521304511,0.526589966,0.511278267,0.54269292,0.538252503,0.549935073,0.541950842,0.52684819,0.531301421,0.532641144,0.536895397,0.535549066,0.5401323,0.53630327,0.465303961,0.488823105,0.403555377,0.409565895,0.427824226,0.451142678,0.386152375,0.376452106,0.450334383,0.41841188,0.414215815,0.414600573,0.408666708,0.405773073,0.441360398,0.379727982,0.364856804,0.499297199,0.378655043,0.385478406,0.378284146,0.402962225,0.457611192,0.389053892,0.401135623,0.193002226,0.192018241,0.240125609,0.237706081,0.326770716,0.140444127,0.168219632,0.176519845,0.163095812,0.156515053,0.165822774,0.147380617,0.118400962,0.120395267,0.068183891,0.048914847,0.05057419,0.045709494,0.031682484,NA,0.050661295,0.075579914,0.061698878,0.064790784,0.076788522,0.094044905,0.145526733,0.103435591,0.094498631,0.177139201,0.150924907,0.1319553,0.468871385,0.444708106,0.484470939,0.532323307,0.533747168,0.457381219,0.433591405,0.453650926,0.424811382,0.425477483,0.609446152,0.505702424,0.484333011,0.752383178,0.619674132,0.651110047,0.650186136,0.650004411
Nannobrachium_fernae,0.44828852,0.451319177,0.466915986,0.45830825,0.45714692,0.467575424,0.459917346,0.469514135,0.475702182,0.449897862,0.494270749,0.443996843,0.475336071,0.465051524,0.454542761,0.452960426,0.550918417,0.561885615,0.639685306,0.586746635,0.578384074,0.563123002,0.556661012,0.644192505,0.64244706,0.641797797,0.575170323,0.593875988,0.60813653,0.622990814,0.660470073,0.602851375,0.520176852,0.530804269,0.552370359,0.557001636,0.517395333,0.596282348,0.54516174,0.544994189,0.540570258,0.55862389,0.550751972,0.586548537,0.51994876,0.540733549,0.627604184,0.669674351,0.580739364,0.506683609,0.63892878,0.597100328,0.618580319,0.653789344,0.676598207,0.581266077,0.464195994,0.523541767,0.43034719,0.461408281,0.455995544,0.497501906,0.464870554,0.475922401,0.459294351,0.478902293,0.485586967,0.452115891,0.454603568,0.446268288,0.474911384,0.477035198,0.469057605,0.467838538,0.463915477,0.475726738,0.454003618,0.473798285,0.489835105,0.472013634,0.46993245,0.453818214,0.527828059,0.559377499,0.503245994,0.556723114,0.54421507,0.513888828,0.519174283,0.503862584,0.535277237,0.53083682,0.54251939,0.534535158,0.519432507,0.523885738,0.525225461,0.529479713,0.528133383,0.532716617,0.528887587,0.457888277,0.481407422,0.396139694,0.402150211,0.420408543,0.443726995,0.378736692,0.369036423,0.4429187,0.410996196,0.406800132,0.40718489,0.401251025,0.39835739,0.433944715,0.372312299,0.357441121,0.491881516,0.37123936,0.378062723,0.370868463,0.395546541,0.450195509,0.381638209,0.39371994,0.185586543,0.184602557,0.232709926,0.230290397,0.319355033,0.133028444,0.160803949,0.169104162,0.155680129,0.14909937,0.158407091,0.139964934,0.110985279,0.112979584,0.060769208,0.041500164,0.043159506,0.044207483,0.064120901,0.050661295,NA,0.068164231,0.054283195,0.057375101,0.069372839,0.086629222,0.13811105,0.096019908,0.087082947,0.169723518,0.143509224,0.124539617,0.461455702,0.437292423,0.477055256,0.524907624,0.526331485,0.449965536,0.426175722,0.446235243,0.417395699,0.4180618,0.602030469,0.498286741,0.476917328,0.744967494,0.612258449,0.643694364,0.642770453,0.642588728
Nannobrachium_phyllisae,0.449414716,0.452445373,0.468042182,0.459434446,0.458273117,0.46870162,0.461043542,0.470640331,0.476828378,0.451024058,0.495396945,0.445123039,0.476462267,0.466177721,0.455668957,0.454086622,0.552044613,0.563011811,0.640811502,0.587872831,0.57951027,0.564249198,0.557787208,0.645318701,0.643573256,0.642923993,0.576296519,0.595002184,0.609262726,0.62411701,0.661596269,0.603977571,0.521303048,0.531930466,0.553496555,0.558127832,0.518521529,0.597408544,0.546287936,0.546120385,0.541696454,0.559750086,0.551878168,0.587674733,0.521074956,0.541859745,0.62873038,0.670800547,0.581865561,0.507809805,0.640054976,0.598226525,0.619706515,0.654915541,0.677724403,0.582392273,0.46532219,0.524667963,0.431473386,0.462534477,0.45712174,0.498628102,0.46599675,0.477048597,0.460420548,0.480028489,0.486713163,0.453242087,0.455729764,0.447394484,0.47603758,0.478161394,0.470183801,0.468964734,0.465041673,0.476852934,0.455129814,0.474924481,0.490961301,0.47313983,0.471058647,0.454944411,0.528954255,0.560503695,0.50437219,0.55784931,0.545341267,0.515015024,0.520300479,0.50498878,0.536403433,0.531963016,0.543645586,0.535661355,0.520558703,0.525011934,0.526351657,0.53060591,0.529259579,0.533842813,0.530013783,0.459014474,0.482533619,0.39726589,0.403276408,0.421534739,0.444853191,0.379862888,0.370162619,0.444044896,0.412122393,0.407926328,0.408311086,0.402377221,0.399483586,0.435070911,0.373438495,0.358567317,0.493007712,0.372365556,0.379188919,0.371994659,0.396672738,0.451321705,0.382764405,0.394846136,0.186712739,0.185728754,0.233836122,0.231416594,0.320481229,0.13415464,0.161930145,0.170230358,0.156806325,0.150225566,0.159533287,0.14109113,0.112111475,0.11410578,0.085686827,0.066417782,0.068077125,0.069126101,0.08903952,0.075579914,0.068164231,NA,0.049730651,0.052822557,0.064820295,0.087755418,0.139237246,0.097146104,0.088209144,0.170849714,0.14463542,0.125665813,0.462581898,0.438418619,0.478181452,0.52603382,0.527457681,0.451091732,0.427301918,0.447361439,0.418521895,0.419187996,0.603156665,0.499412937,0.478043524,0.746093691,0.613384645,0.64482056,0.643896649,0.643714924
Lampanyctus_alatus,0.435533681,0.438564338,0.454161146,0.445553411,0.444392081,0.454820585,0.447162507,0.456759295,0.462947343,0.437143022,0.48151591,0.431242003,0.462581231,0.452296685,0.441787922,0.440205586,0.538163578,0.549130776,0.626930466,0.573991795,0.565629235,0.550368163,0.543906173,0.631437665,0.62969222,0.629042958,0.562415483,0.581121149,0.59538169,0.610235974,0.647715234,0.590096535,0.507422013,0.51804943,0.53961552,0.544246797,0.504640494,0.583527508,0.532406901,0.53223935,0.527815419,0.54586905,0.537997132,0.573793698,0.507193921,0.52797871,0.614849344,0.656919512,0.567984525,0.49392877,0.62617394,0.584345489,0.605825479,0.641034505,0.663843367,0.568511237,0.451441155,0.510786928,0.417592351,0.448653442,0.443240705,0.484747066,0.452115715,0.463167561,0.446539512,0.466147454,0.472832127,0.439361052,0.441848728,0.433513448,0.462156545,0.464280359,0.456302766,0.455083699,0.451160638,0.462971898,0.441248779,0.461043446,0.477080265,0.459258795,0.457177611,0.441063375,0.515073219,0.546622659,0.490491154,0.543968275,0.531460231,0.501133989,0.506419443,0.491107744,0.522522397,0.51808198,0.529764551,0.521780319,0.506677668,0.511130899,0.512470622,0.516724874,0.515378544,0.519961778,0.516132747,0.445133438,0.468652583,0.383384855,0.389395372,0.407653704,0.430972156,0.365981852,0.356281584,0.430163861,0.398241357,0.394045293,0.394430051,0.388496186,0.385602551,0.421189875,0.35955746,0.344686282,0.479126677,0.35848452,0.365307884,0.358113624,0.382791702,0.43744067,0.36888337,0.380965101,0.172831704,0.171847718,0.219955086,0.217535558,0.306600194,0.120273605,0.148049109,0.156349322,0.14292529,0.136344531,0.145652251,0.127210095,0.098230439,0.100224744,0.071805791,0.052536747,0.054196089,0.055245066,0.075158484,0.061698878,0.054283195,0.049730651,NA,0.028550557,0.040548295,0.073874383,0.125356211,0.083265068,0.074328108,0.156968679,0.130754384,0.111784778,0.448700863,0.424537584,0.464300416,0.512152785,0.513576646,0.437210697,0.413420883,0.433480404,0.40464086,0.405306961,0.58927563,0.485531902,0.464162489,0.732212655,0.599503609,0.630939525,0.630015614,0.629833889
Nannobrachium_hawaiiensis,0.438625587,0.441656243,0.457253052,0.448645316,0.447483987,0.457912491,0.450254412,0.459851201,0.466039248,0.440234928,0.484607816,0.434333909,0.465673137,0.455388591,0.444879828,0.443297492,0.541255484,0.552222682,0.630022372,0.577083701,0.56872114,0.553460069,0.546998078,0.634529571,0.632784126,0.632134863,0.565507389,0.584213055,0.598473596,0.61332788,0.650807139,0.593188441,0.510513919,0.521141336,0.542707425,0.547338702,0.507732399,0.586619414,0.535498807,0.535331256,0.530907325,0.548960956,0.541089038,0.576885603,0.510285827,0.531070616,0.61794125,0.660011417,0.571076431,0.497020676,0.629265846,0.587437395,0.608917385,0.644126411,0.666935273,0.571603143,0.45453306,0.513878834,0.420684257,0.451745348,0.44633261,0.487838972,0.455207621,0.466259467,0.449631418,0.46923936,0.475924033,0.442452958,0.444940634,0.436605354,0.465248451,0.467372264,0.459394671,0.458175604,0.454252543,0.466063804,0.444340684,0.464135352,0.480172171,0.462350701,0.460269517,0.444155281,0.518165125,0.549714565,0.49358306,0.547060181,0.534552137,0.504225895,0.509511349,0.49419965,0.525614303,0.521173886,0.532856457,0.524872225,0.509769574,0.514222805,0.515562527,0.51981678,0.51847045,0.523053684,0.519224653,0.448225344,0.471744489,0.38647676,0.392487278,0.41074561,0.434064062,0.369073758,0.359373489,0.433255767,0.401333263,0.397137199,0.397521956,0.391588091,0.388694456,0.424281781,0.362649365,0.347778187,0.482218583,0.361576426,0.368399789,0.36120553,0.385883608,0.440532575,0.371975275,0.384057006,0.17592361,0.174939624,0.223046992,0.220627464,0.3096921,0.123365511,0.151141015,0.159441228,0.146017196,0.139436437,0.148744157,0.130302,0.101322345,0.10331665,0.074897697,0.055628652,0.057287995,0.058336971,0.07825039,0.064790784,0.057375101,0.052822557,0.028550557,NA,0.024685906,0.076966288,0.128448117,0.086356974,0.077420014,0.160060585,0.13384629,0.114876683,0.451792769,0.427629489,0.467392322,0.51524469,0.516668552,0.440302602,0.416512788,0.43657231,0.407732765,0.408398866,0.592367536,0.488623807,0.467254395,0.735304561,0.602595515,0.63403143,0.633107519,0.632925794
Nannobrachium_bristori,0.450623325,0.453653982,0.469250791,0.460643055,0.459481725,0.469910229,0.462252151,0.47184894,0.478036987,0.452232667,0.496605554,0.446331647,0.477670876,0.467386329,0.456877566,0.45529523,0.553253222,0.56422042,0.642020111,0.58908144,0.580718879,0.565457807,0.558995817,0.64652731,0.644781865,0.644132602,0.577505128,0.596210793,0.610471334,0.625325618,0.662804878,0.605186179,0.522511657,0.533139074,0.554705164,0.559336441,0.519730138,0.598617152,0.547496545,0.547328994,0.542905063,0.560958695,0.553086776,0.588883342,0.522283565,0.543068354,0.629938988,0.672009156,0.583074169,0.509018414,0.641263585,0.599435133,0.620915123,0.656124149,0.678933012,0.583600882,0.466530799,0.525876572,0.432681995,0.463743086,0.458330349,0.49983671,0.467205359,0.478257206,0.461629156,0.481237098,0.487921771,0.454450696,0.456938373,0.448603093,0.477246189,0.479370003,0.47139241,0.470173343,0.466250282,0.478061543,0.456338423,0.47613309,0.49216991,0.474348439,0.472267255,0.456153019,0.530162864,0.561712304,0.505580798,0.559057919,0.546549875,0.516223633,0.521509088,0.506197389,0.537612041,0.533171625,0.544854195,0.536869963,0.521767312,0.526220543,0.527560266,0.531814518,0.530468188,0.535051422,0.531222392,0.460223082,0.483742227,0.398474499,0.404485016,0.422743348,0.4460618,0.381071497,0.371371228,0.445253505,0.413331001,0.409134937,0.409519695,0.40358583,0.400692195,0.43627952,0.374647104,0.359775926,0.494216321,0.373574165,0.380397528,0.373203268,0.397881346,0.452530314,0.383973014,0.396054745,0.187921348,0.186937362,0.235044731,0.232625202,0.321689838,0.135363249,0.163138754,0.171438967,0.158014934,0.151434175,0.160741896,0.142299739,0.113320084,0.115314389,0.086895435,0.067626391,0.069285733,0.07033471,0.090248128,0.076788522,0.069372839,0.064820295,0.040548295,0.024685906,NA,0.088964027,0.140445855,0.098354713,0.089417752,0.172058323,0.145844028,0.126874422,0.463790507,0.439627228,0.479390061,0.527242429,0.52866629,0.452300341,0.428510527,0.448570048,0.419730504,0.420396605,0.604365274,0.500621546,0.479252133,0.747302299,0.614593253,0.646029169,0.645105258,0.644923533
